source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
the fourth step is that of planning for action which completes the circle since it leads back to insertion,isigaba sesine ileso sokuhlelela ukwenza okuyisona esiphelelisa indlela ngoba siholela emuva kwisigaba sokufakwayo,en-zu,englishzulu00471.xlsx,Sheet1,19,13
unique number,inombolo ekhethekile,en-zu,englishzulu00481.xlsx,Sheet1,2,2
whilst the new funding policy will go a long way in providing financial relief to students over the next five years a vast number of the students returning to ukzn will unfortunately not benefit from this new funding policy,yize noma inqubomgomo yokubonelela ngezimali izosebenza umsebenzi omkhulu ekulekeleleni abafundi eminyakeni emihlanu ezayo abafundi abaningi ababuyayo eukzn ngeke basizakale kulesi sibonelelo,en-zu,englishzulu00184.xlsx,Sheet1,39,21
i have always believed that the training of an academic goes beyond the four walls of a lecture hall or a research laboratory with community service an important component that must be encouraged since it produces graduates able to relate to the challenges and be better positioned to solve them said agoni,kade ngakholwa ngukuthi ukuqeqesha isifundiswa akupheleli ngaphakathi kwezindonga zegumbi lokufunda noma egunjini lokwenza ucwaningo kepha ukusebenza emphakathini kufanele kugcizelelwe ngoba kwenza izitshudeni zikwazi ukubona izinselelo kuzenze zikwazi ukuzixazulula kangcono kusho uagoni,en-zu,englishzulu00437.xlsx,Sheet1,52,31
after eight years of struggling with my writing and putting up with miss williams cold stare each morning as i presented her with my slate board i reached fourteen and could leave,emva kweminyaka eyisisishiyagalombili ngilwisana nokubhala kwami futhi ngibekezelela ihlo likankz williams owayengibuka kabi njalo ekuseni uma ngimnika isileti sami ngahlanganisa iminyaka eyishumi nane okusho ukuthi ngase ngingahamba,en-zu,englishzulu00064.xlsx,Sheet1,32,27
address crompton street,ikheli crompton street,en-zu,englishzulu00951.xlsx,Sheet1,3,3
i was happy when i found out that i got a thuthuka bursary because since high school it has been my dream to be a ca,ngajabula ngenkathi ngithola ukuthi nganikwa umfundaze wethuthuka ngoba kusukela ngisesesikoleni kwakuyisifiso sami ukuba yica,en-zu,EnglishZulu01525.xlsx,Sheet1,26,14
the unisa library offers a range of information services and resources,umtapo wolwazi waseunisa unika uchunge lolwazi ngezinsizakalo nemithombo,en-zu,englishzulu00479.xlsx,Sheet1,11,8
this is a serious violation of academic integrity,lokhu ukwephula okukhulu ubuqotho bezemfundo,en-zu,englishzulu00469.xlsx,Sheet1,8,5
despite our historical background if you have a dream and the opportunities come your way you just need to immerse yourself in that fountain and come out on the other side victorious,uma unephupho ukhohlwe yimuva lakho namathuba evela kudingeka ungazithambisi uzicwilise emthonjeni uphume usuphumelele,en-zu,englishzulu00506.xlsx,Sheet1,32,13
these respondents were chosen according to their knowledge of the research content and their experience in the context studied,abahlanganyeli bakhethwa ngokolwazi lwabo ngokuqukethwe ocwaningweni nangokolwazi abanalo mayelana nalokho okucwaningwayo,en-zu,EnglishZulu00633 Ephraim Kevin Sibanyoni.xlsx,Sheet1,19,11
this includes inter alia people from the educational field business and corporate bodies government agencies health care organisations in addition to religious institutions,lokhu kuhlanganisa kokunye abantu basemkhakheni wezemfundo abezamabhizinisi nabezimboni izinhlaka zikahulumeni abezinhlangano zokunakekelwa ngokwezempilo ngaphezu kwezinhlangano zezenkolo,en-zu,englishzulu00468.xlsx,Sheet1,23,16
court proceedings occur in a language which most barely understand which is a travesty of justice,uthe ezinkantolo kukhulunywa ngezilimi abaningi abangazizwa okwenza ukuthi kungabi nobulungiswa,en-zu,englishzulu00911.xlsx,Sheet1,16,10
ukzn participates in a national consortium of higher education institutions terisa which provides both cost effective insurance and service expertise,iukzn ibambe iqhaza eqoqweni lezikhungo zemfundo ephakeme zaseningizimu afrika iterisa ehlinzeka ngomshwalense oyinani eliphansi futhi namakhono okusebenza,en-zu,englishzulu00953.xlsx,Sheet1,20,17
the scientists accessed data over a nineyear period from the south african national income dynamics study which included participants,ososayensi bathole imininingwane yocwaningo lweminyaka eyisishiyagalolunye yesouth african national income yabantu abayizi,en-zu,englishzulu00457.xlsx,Sheet1,19,12
they either viewed ibst as involving learners in creating their understandings of phenomena based on evidence or connected the pedagogy to various types of learner participation in the learning process,babheke iibst njengebandakanya abafundi ekudaleni ukuqonda kwabo ngezigigaba ngokusekelwe ebufakazini noma baxhumanise ukufundisa nezinhlobo ezahlukene zokubamba iqhaza kwabafundi enqubweni yokufunda,en-zu,englishzulu202500047.xlsx,Sheet1,30,20
nightmares,amaphupho amabi,en-zu,englishzulu00415.xlsx,Sheet1,1,2
while ukzn confronted numerous challenges in council is proud to report that it continues to excel,nakuba iukzn ibhekane nezinselelo eziningi ngonyaka wezi kepha umkhandlu uthakasile ukubika ukuthi iyaqhubeka nokusebenza ngendlela efanele,en-zu,englishzulu00495.xlsx,Sheet1,16,16
current,okwamanje,en-zu,englishzulu00114.xlsx,Sheet1,1,1
ukzns institutional excellence proved to be world class when subjected to the procurement process,ukwenza kahle kweukzn kubonise ukuba sezingeni eliphezili kwezohwebo,en-zu,englishzulu00121.xlsx,Sheet1,14,8
the purpose of this study was to conduct a review of the pv landscape in sa to meet the pv challenge of these treatment programmes,okuhloswe yilolu cwaningo ukwenza isibuyekezo sendawo yepv yaseningizimu afrika ukuhlangabezana nenselelo yepv yalezi zinhlelo zokwelapha,en-zu,EnglishZulu00760 Mukesh Dheda.xlsx,Sheet1,25,15
people coming from an old money background will look down upon the heavy gold jewellery worn by the wife of the newly rich bee millionaire,abantu abayingxenye yalabo abanemali endala bangabukela phansi owesifazane ongumakoti kasomabhizinisi ongusozigidi webee ogqoke umgexo wegolide omkhulu,en-zu,englishzulu00493.xlsx,Sheet1,25,16
i continued to develop my skills and invested in better equipment,ngaqhubeka nokuthuthukisa amakhono ami futhi ngatshala imali emishinini engcono,en-zu,EnglishZulu00969.xlsx,Sheet1,11,9
other attractions included ushaka marine world moses mabhida stadium suncoast casino the international convention centre icc and the city hall,ezinye izindawo ezinohlonze ezivakashelwe yiushaka marine world imoses mabhida stadium isuncoast casino iinternational convention centre iicc necity hall,en-zu,englishzulu00918.xlsx,Sheet1,20,18
this dissertation analyses ways in which notions of trafficking reconfigure notions of dignity and indecent work for trafficked and migrant working women,lokhu kuhlaziya izindlela lapho imibono yokushushumbisa iphinda ilungiselele imibono yesithunzi kanye nomsebenzi ongahloniphekile wabesifazane abasebenzayo abashushumbisiwe nabafuduka,en-zu,englishzulu202500004.xlsx,Sheet1,22,17
during durban was made a unesco city of literature through the commitment of mr darryl earl david of the school of arts who was the executive director of the durban bid,phakathi nonyaka wezi itheku lenziwe idolobha le unesco city of literaturengenxa yokuzibophezela kukamnu darryl earl david wesikole sezobuciko owaye ngumqondisi omkhulu wesicelo setheku,en-zu,englishzulu00184.xlsx,Sheet1,31,23
module practical work,ukufunda ngokwenza kule mojuli,en-zu,englishzulu00491.xlsx,Sheet1,3,4
if you can link course content to your own life and implement what you have learned in your life and also teach these skills and knowledge to help others to change and improve their lives you are practicing deep learning,uma ukwazi ukuhlanganisa okunikiwe nempilo yakho futhi ufundise abanye lamakhono nolwazi ukuze baphucule izimpilo zabo usebenzisa ukufunda okujulile,en-zu,englishzulu00469.xlsx,Sheet1,40,18
carranza has been editorinchief of nrr since september and has endeavoured to provide a positive publishing experience for authors by ensuring that peerreview is done swiftly and professionally ensuring a high quality result and providing effective editorial communication advice and management,ucarranza waba wumhleli omkhulu kusukela ngomandulo wangowezi kanti usezame ukwelekelela ababhali ngokuqinisekisa ukuthi ukubuyekezwa komsebenzi wabo ngabalingani babo wenzeka ngokushesha ngendlela efanele kuqinisekiswa izinga eliphezulu kuxhunyanwa futhi kwelulekwane ngendlela efanele,en-zu,englishzulu00443.xlsx,Sheet1,41,30
maintenance of risk registers at a corporate level and for each of the academic and support sectors,ukugcinwa kwamabhuku ezobungcuphe ezingeni lesikhungo kanye nasezinhlakeni ezimbili okungelwezokufunda nolokweseka ezokufunda,en-zu,englishzulu00953.xlsx,Sheet1,17,11
the emphasis throughout should therefore be on the wholeness and indivisibility of the paradigm rather than on its separated ingredients,ukugcizelela konke kufanele kube ekupheleleni nokungahlukaniseki kwepharadaymu kunasezakhini ezahlukile eziyakhayo,en-zu,englishzulu00471.xlsx,Sheet1,20,10
words and photograph christine cunod,amagama nesithombe uchristine cunod,en-zu,englishzulu00431.xlsx,Sheet1,5,4
different voices in a text,amazwi ahlukene embhalweni,en-zu,englishzulu00061.xlsx,Sheet1,5,3
leaders know well that innovation and change all involve experimentation risk and failure,abaholi bakwazi kahle ukuthi ukuqamba okusha noguquko konke kudinga ukwenza ngokuzama ubungcuphe nokuhluleka,en-zu,englishzulu00951.xlsx,Sheet1,13,13
do not plagiarise,ungakopeli,en-zu,englishzulu00477.xlsx,Sheet1,3,1
these four publications are made available on the myunisa page for this module,lezi zincwadi ezine ziyatholakala ekhasini lemyunisa lale mojuli,en-zu,englishzulu00470.xlsx,Sheet1,13,8
it could entail,kungathinta,en-zu,englishzulu00493.xlsx,Sheet1,3,1
honesty,ubuqotho,en-zu,englishzulu00060.xlsx,Sheet1,1,1
functionprogram,umsebenziuhlelo,en-zu,englishzulu00114.xlsx,Sheet1,1,1
the model founded on this wisdom commonly characterised as neoliberalism gained hegemony in the developed world in the late s and was packaged in the form of structural adjustment programmes saps and imposed on developing and underdeveloped societies,imodeli esuselwe kulokhu kuhlakanipha okuvame ukubizwa ngokuthi yineoliberalism yathola ihegemony ezweni elithuthukile ngasekupheleni kweminyaka yama futhi yafakwa ngohlelo lwestructural adjustment programs saps futhi yabekwa emiphakathini esathuthuka nengathuthuki,en-zu,englishzulu00493.xlsx,Sheet1,38,27
you will write an exam for final evaluation purposes,uzobhala isivivinyo ngezinhloso zokuhlola zokugcina,en-zu,englishzulu00476.xlsx,Sheet1,9,5
there also exist a number of other requirements of a good leader,kukhona nezinye izidingo eziningi zomholi oqotho,en-zu,englishzulu00952.xlsx,Sheet1,12,6
this sounds like a good solution,lokhu kuzwakala njengesixazululo esihle,en-zu,englishzulu00958.xlsx,Sheet1,6,4
this annual report reflects some of the universitys many achievements during this period that enhanced its status as a globallyrecognised researchled institution,lo mbiko waminyaka yonke ubalula ezinye zezinto ezibe yimpumelelo kulesi sikhathi futhi eziholele ekudlondlobaleni kwesikhungo njengesikhungo esiholwa ucwaningo futhi esihlonishwa emhlabeni jikelele,en-zu,englishzulu00953.xlsx,Sheet1,22,22
if you have access to a computer that is linked to the internet you can quickly access resources and information at the university,uma unekhompyutha eneinthanethi uyakwazi ukufinyelela ngokushesha ezinsizeni nolwazi lokusenyuvesi,en-zu,englishzulu00480.xlsx,Sheet1,23,9
a series of microbiological tests and plating out on potato dextrose agar pda were performed to obtain pure cultures,uchungechunge lwezivivinyo zokuncuokuphilayo nokuqina kwepotato dextrose agar ipda kwenziwa ukuthola ukwanda kohlobo olulodwa lokuphilayo,en-zu,EnglishZulu00585 Aneliswa Phumzile Makhathini-Zincume.xlsx,Sheet1,19,14
there was reduction in the interstitial space seminiferous tubule diameter and epithelium height with distortion and mild cellular degeneration in the haart and haart hh treated animals with marked atrophy of the entire spermatogenic series in the haartmelatonin treated animals,kwaba nokwehla endaweni yeinterstitial ebubanzini beseminiferous tubule nasebudeni beepithelium kuhambisana nokuhlanekezela kanye nokonakala okuncane kwamasotsha omzimba ezilwaneni ezazilashwe ngehaart nehaarthh kwathi kulezi zilwane ezilashwe ngehaart melatonin kwaba nomonakalo omkhulu kulo lonke uhlobo lwespermatogenic,en-zu,EnglishZulu00668 Ishmail Olasile Onanuga.xlsx,Sheet1,40,33
commitment to health and safety,isibophezelo kwezempilo nokuphepha,en-zu,englishzulu00019.xlsx,Sheet1,5,3
due date semester may unique number,usuku olumisiwe simesta kunhlaba inombolo ehlukile,en-zu,englishzulu00477.xlsx,Sheet1,6,6
the ple is an instrument that can help you to see and understand the bigger picture of where and how your studies fit into your life and that of people around you and to help you to focus on the need for life long learning as part of your journey through life,iple iyithuluzi elingakusiza ukuze ubone futhi uqonde kangcono ngokuthi izifundo zakho zixhumene kanjani nempilo yakho nakubantu abasondelene nawe futhi ukwazi nokugxila ekufundeni impilo yakho yonke njengengxenye yohambo lwempilo yakho,en-zu,englishzulu00469.xlsx,Sheet1,52,29
photograph supplied,isithombe sithunyelwe,en-zu,englishzulu00277.xlsx,Sheet1,2,2
the award recognises outstanding performance by individual practitioners,le ndondo itholwa yilabo abavelele emsebenzini wabo wokwelapha,en-zu,englishzulu00283.xlsx,Sheet1,8,8
all personnel accessing your records are required to respect your confidentiality at all times,bonke abasebenzi abazobona amarekhodi akho bazophoqeleka ukuthi bahloniphe ubumfihlo bakho sonke isikhathi,en-zu,englishzulu00956.xlsx,Sheet1,14,12
he also praised academic staff in the scp at ukzn for pushing students to reach their full potential,uphinde watusa kakhulu othisha basescp eukzn ngokugqugquzela abafundi babo ukuze basebenze ngokuzikhandla,en-zu,englishzulu00051.xlsx,Sheet1,18,12
this is all effected in a negotiation of contemporary dancing histories and practices in kwazulunatal post through my case study of flatfoot dance company,konke lokhu kwenziwa ngokuxoxisana ngemilando yokudansa kwamanje nokwenziwa kwazulunatal emuva kwe ngocwaningonto lwami lweflatfoot dance company,en-zu,"EnglishZulu00715 Loots, L.xlsx",Sheet1,24,16
ukzn boasts sarchi chair in inclusive cities,iukzn igabe ngosihlalo wesarchi kwezamadolobha ayingxube,en-zu,englishzulu00434.xlsx,Sheet1,7,6
there is some sense of logical structure but not all parts fit together well,sikhona isakhiwo esimqondo kodwa akusizo zonke izingxenye ezihambisanayo,en-zu,englishzulu00474.xlsx,Sheet1,14,8
devastating as the covid pandemic is it has exposed the futility of isolationism and callous capitalistic tendencies in so doing bringing together the worlds of the mystic and scientist in celebration of cosmic interdependence,indlela ubhubhane icovid olubhubhisa ngayo isikubeke obala ubuze bokuba odlayedwa nobuthakathaka bokuziphatha ngendlela yokuba ogombelakwesabo ngokwenzenjalo isihlanganise imihlaba yokwezemfihlakalo neyesayensi ekubungazeni ukuxhumana kwemvelo,en-zu,englishzulu00379.xlsx,Sheet1,34,23
but the zulus who had heeded the call to join up with the british troops in their effort against the germans had done so with pride and dignity,kodwa amazulu ayebuthwe aba yingxenye yamasosha amangisi empini yawo nanjalimane ayezibandakanye ngokuziqhenya nangesithunzi,en-zu,englishzulu00492.xlsx,Sheet1,28,13
when girls enter engineering they usually dont have a technical drawing background which makes it difficult for them to integrate into the degree,uma amantombazane engena emkhakheni wezobunjiniyela asuke engenalo ulwazi lokudweba kwezobuchwepheshe okwenza kube nzima ukuthi bangene ngokugcwele ezifundweni zabo,en-zu,englishzulu00076.xlsx,Sheet1,23,18
article children should whenever possible have the right to live with their parents,isigaba abantwana kumele lapho kunendlela khona babe nelungelo lokuhlala nabazali babo,en-zu,englishzulu00083.xlsx,Sheet1,13,11
coding is the first step in the research process in qualitative research,ukwenza amakhodi kuyisinyathelo sokuqala senqubo yocwaningo ocwaningweni lwekhwalithi,en-zu,englishzulu00493.xlsx,Sheet1,12,8
she is also correlating the signal from the kinetic sunyaevzeldovich effect ksz and the cm signal,uphinde futhi abheke ukuxhumana phakathi kophawu olutholakala kukinetic sunyaevzeldovich ksz kanye nophawu oluyicm,en-zu,englishzulu00161.xlsx,Sheet1,16,13
the final method developed is a transition metalfree hfipmediated and regioselective ch allylation of imidazoa pyridine heterocycles with allenamides manuscript submitted,indlela yokugcina eyenziwe iyindlela yokushintsha engasebenzisi insimbi ngokusizwa yihfip nokuhlanganiswa kwekhabhoni nehayidrojini yamaimidazo a pyridine heterocycle ekhetha izindawo esebenza kuzo namaalenamide umbhalo osazoshicilelwa usuthunyelwe,en-zu,englishzulu202500016.xlsx,Sheet1,21,24
i think one must somewhere say this is specifically how i understand mission and therefore the schism and the causes going into it and the effect that it has tells me something about how the church should be missionary in its context,ngicabanga ukuthi umuntu angaphendula athi imisiyoloji ngiyiqonda ngale ndlela ngakhoke uqhekeko nezimbangela zalo nemiphumela yalo ingitshela okuthile ngendlela ibandla okufanele lisabalalise ngayo ivangeli,en-zu,englishzulu00471.xlsx,Sheet1,42,23
you will notice that considerably more independent reading is expected of you than in lowerlevel modules,uzoqaphela ukuba kunokufunda okuzimele okuningi okulindeleke ukuba ukwenze okungafani nakumamojuli amazinga aphansi,en-zu,englishzulu00491.xlsx,Sheet1,16,12
the study focuses on the roman catholic church among the owerriokigwe igbo of southeastern nigerian communities,ucwaningo lugxile esontweni lamaroma akhatholika phakathi kwemiphakathi yamaowerriokigwe igbo yaseningizimumpumalanga,en-zu,EnglishZulu00580 Anyanele 2019.xlsx,Sheet1,16,10
to my horror my feet were sucked down and disappeared and as i pulled and pulled one of my feet emerged from the mud shoeless,ngakho ngagijima ngesikhulu isivinini ngathi nje ngifika esangweni ngalijomba lingakangifici ihansi izinyembezi zigeleza ezihlathini,en-zu,englishzulu00064.xlsx,Sheet1,25,14
keep up the process of comparison and elimination until you are left with the option that you think is the best or correct answer,qhubeka nenqubo yokuqhathanisa nokususa kuze kube yilapho ushiywe nenketho ocabanga ukuthi iyimpendulo engcono noma eyiyo,en-zu,englishzulu00493.xlsx,Sheet1,24,15
grade,izinga,en-zu,englishzulu00957.xlsx,Sheet1,1,1
corporate services,ezobudlelwane,en-zu,englishzulu00114.xlsx,Sheet1,2,1
teaching from a distance is challenging said nxumalo,ukufundisa ukude kuyinselelo kusho unxumalo,en-zu,englishzulu00462.xlsx,Sheet1,8,5
click on assignments in the lefthand menu,kilikha kumaasayinimenti kwimenyu esandleni sokunxele seskrini,en-zu,englishzulu00482.xlsx,Sheet1,7,6
the students were encouraged to work as patient advocates and ensure that they strive for social justice that goes beyond the clinical training,izitshudeni zikhuthazwe ukuthi zilwele amalungelo eziguli ziqinisekise ukuthi zilwela ubulungiswa emphakathini ngale komsebenzi wobudokotela,en-zu,englishzulu00367.xlsx,Sheet1,23,14
practical work,umsebenzi owenziwayo,en-zu,englishzulu00489.xlsx,Sheet1,2,2
govender said he was not only encouraged by family and friends but also by the desire to improve himself,ugovender uthi akagqugquzelwanga umndeni nabangani kodwa ugqozi luvela ekufuneni kwakhu ukuzithuthukisa,en-zu,englishzulu00039.xlsx,Sheet1,19,11
are you progressing with your study programme and preparing for the examination,uyaqhubeka nohlelo lwakho lokufunda nokulungiselela ukuhlolwa ngokubhala,en-zu,englishzulu00491.xlsx,Sheet1,12,7
study learning theme,funda isihloko,en-zu,englishzulu00487.xlsx,Sheet1,3,2
given that the teaching and learning of all subjects involve listening comprehension improving the teaching of listening comprehension could lead to a better quality of education and academic performance,uma sibheka ukuthi ukufunda nokufundisa zonke izifundo kubandakanya ukulalela ngokuqondisisa ukuthuthukisa ukufundiswa kokulalela ngokuqondisisa kungaholela ekuthuthukeni kwezingabunjalo lemfundo nokwenza kahle ezifundweni,en-zu,englishzulu202500050.xlsx,Sheet1,29,21
for this assignment draw strongly on the recommended reading material but importantly also on other scholarly books and research articles you have sourced on your own,kule asayinimenti caphuna kakhulu ezincwadini ezinconyiwe kodwa ngokubalulekile nakwezinye izincwadi namaathikili ocwaningo ozitholele wona,en-zu,englishzulu00466.xlsx,Sheet1,26,14
since the outbreak of the covid pandemic and subsequent lockdown mhlongo says his mothers business has suffered as orders for bespoke outfits for weddings and church events have all but dried up,seloku kuqubuke ubhubhane icovid nomgonqo ohambisana nalo umhlongo uthi ibhizinisi likanina lishayekile ngakumaoda ezimpahla zikanokusho anjengezingubo zomshado nemiswenko yesonto njengoba enciphile,en-zu,englishzulu00410.xlsx,Sheet1,32,21
i was worried and scared for about my,bengikhathazekile futhi nginovalo ngonge wami,en-zu,englishzulu00377.xlsx,Sheet1,8,5
he serves on the university of johannesburgs uj convocation executive and is the principal structured finance at the absa group,ukwiconvocation executive yaseuniversity of johannesburg neprincipal structured finance eabsa group,en-zu,englishzulu00535.xlsx,Sheet1,20,10
project plan,uhlelo lwe phrojekthi,en-zu,englishzulu00474.xlsx,Sheet1,2,3
most of the approaches described in this manual are evidencebased,iningi lezindlela ezidingidwa kule ncwadi zinobufakazi bokusebenza,en-zu,englishzulu00958.xlsx,Sheet1,10,7
reasons personalized codes using various shapes such as colours and arrows add a fourth dimension to a mind map,isizathu amakhodi aqondene nomuntu asebenzisa izimo ezinhlobonhlobo njengemibala nemicibisholo bese enezezela isilinganiso sobukhulu sesine emdwebeni mcabango,en-zu,englishzulu00954.xlsx,Sheet1,19,16
he completed his undergraduate and honours degrees in industrial chemistry at the university of ilorin in nigeria,wasongula iziqu zakhe zeundergraduate nezehonours kwiindustry chemichal enyuvesi yaseilorin nasenigeria,en-zu,englishzulu00094.xlsx,Sheet1,17,10
her promotion is significant in that it motivates others and underlines the importance of persistence and perseverance to achieve excellence,ukukhushulwa kwakhe kumqoka ngoba kuyasikhuthaza kanti kufakazela ukubaluelela kokuphokophela nokubekezela ukuzuza izinto ezinkulu,en-zu,englishzulu00516.xlsx,Sheet1,20,13
please complete the survey with a blue or black ink pen,sicela ugcwalise le saveyi ngepeni elinombala oluhlaza okwesibhakabhaka noma omnyama,en-zu,englishzulu00130.xlsx,Sheet1,11,10
he graduated from the university of natal in with a certificate in the theory of accountancy,waphothula iziqu zakhe enyuvesi yasenatali ngonyaka wezi ethola isitifiketi setheory of accountancy,en-zu,englishzulu00062.xlsx,Sheet1,16,12
e i feel the risk is unbearably high,e ngibona ubungcuphe buphezulu ngendlela engamukelekile,en-zu,englishzulu00027.xlsx,Sheet1,8,6
complete the first year experience mooc httpsmoocunisaaczaportal,qedela ulwazi lonyaka wokuqala wemooc httpsmoocunisaaczaportal,en-zu,englishzulu00487.xlsx,Sheet1,7,6
we do not study the liberals in churches or in religious traditions,asifundi izinkolo ezingachithwa emabandleni noma kwizinqubo zenkolo,en-zu,englishzulu00471.xlsx,Sheet1,12,7
he says i cant fight alongside men because i am not a man,ithi angikwazi ukulwa kanye namadoda ngoba angiyona indoda,en-zu,englishzulu00492.xlsx,Sheet1,13,8
development and upgrade of technologybased online learning systems continued with a positive return on investment planned for,kuyaqhubeka ukuthuthukisa izinhlelo zezobuchwepheshe ezisekwe ukufunda ngeinthanethi okulindeleke ukuba kube nenzuzo kutshalozimali oluhlelelwe unyaka wezi,en-zu,englishzulu00185.xlsx,Sheet1,17,15
remain at the assembly point where a role call will be taken,linda endaweni ekuhlanganelwa kuyo lapho kuzobizwa khona amagama abantu,en-zu,englishzulu00019.xlsx,Sheet1,12,9
ketima which means run in sepedi is a contemporary dance created by maqoma that symbolises progress but also addresses the theme of rediscovering oneself and wading through memories of childhood and adolescence,iketima okusho ukuthi gijima ngesipedi wumdalo wesimanje kamaqoma kanti usho indima esikhathuliwe nokuzithola komuntu elekelelwa yizinto azikhumbula eseyingane noma esethombile,en-zu,englishzulu00356.xlsx,Sheet1,32,20
leaders make it possible for others to do good work,abaholi benza kube lula ukuba abanye benze umsebenzi omuhle,en-zu,englishzulu00951.xlsx,Sheet1,10,9
the two are in fact very closely related but if you relate better to postpostmodernism we would be fascinated to learn why this is the case,loku kokubili kuhlobene kakhulu kodwa uma uhlobana kangcono nepostpostmodernism singasihlaba umxhwele ukufunda nokuthola ulwazi ukuthi kungani kwenzeka kanjalo,en-zu,englishzulu00482.xlsx,Sheet1,26,18
it was found that shupa serves the sociocultural as well as the religious spheres of the ndau,kutholakale ukuthi ishupa yelekelela inhlalonhle namasiko kanye neziyingi zezenkolo zamandau,en-zu,EnglishZulu00876 Tenson Muyambo.xlsx,Sheet1,17,10
ukzn alumnus receives top honours from britain,umfundi wakudala waseukzn uchonywe uphaphe lwegwalagwala kwelamangisi,en-zu,englishzulu00346.xlsx,Sheet1,7,7
please take note of the deadlines mentioned in this tutorial letter as well as those posted on myunisa and make sure that you adhere to them,sicela uqaphele isikhathi esinqunyiwe esishiwo kule ncwadi yethuthoriyali kanye nalezo ezifakwe kumyunisa futhi uqiniseke ukuthi uyazilandela,en-zu,englishzulu00487.xlsx,Sheet1,26,16
two books for parentsguardians on dealing with childrens fears are,izincwadi ezimbili zabazalizabaqaphi ngokubhekana nokwesaba kwezingane yilezi,en-zu,englishzulu00415.xlsx,Sheet1,10,7
the purposivesimple random sampling technique r biblioshiny vosviewer and stata are used to analyse scopusindexed journals and panel data of listed nonfinancial firms,inqubo yokusampula ngokungahleliwe enenhloso ir biblioshiny ivosviewer nestata isetshenziselwa ukuhlaziya amajenali ayi anezinkomba zeskophasi kanye nemininingo yephaneli yamafemu ayi afakwe ohlwini okungewona ezimali,en-zu,englishzulu202500018.xlsx,Sheet1,23,23
we may call upon our ukzn community to join the covid community mobilisation campaign which will involve our volunteers and staff going out in the community together with local and provincial government to create awareness about the spread of the disease,singacela nomphakathi wethu waseukzn ukuba ubambe iqhaza emkhankasweni wethu ngecovid lapho sizofundisa imiphakathi ngokubambisana nohulumeni wesifunda nowasekhaya ukuze abantu babe nokuqonda ngokusabalala kwalesi sifo,en-zu,englishzulu00384.xlsx,Sheet1,41,24
vicechancellor and principal professor nana poku welcomed the guests and expressed his appreciation for the network of relationships that made it possible for the wwis to achieve their goals and is enabling the training of the next generation of scientists,uvicechancellor nomphathinyuvesi usolwazi nana poku wemukele izihambeli ezingama wabonga umsebenzi omuhle wabo bonke abalingani abenze ukuthi iwwis ikwazi ukufeza iphupho labo nokulekelela ngokuqeqeshwa kwesizukulwane sosayensi sangomuso,en-zu,englishzulu00227.xlsx,Sheet1,40,26
for reporting of complaints or problems related to the study contact the,uma ufisa ukubeka izikhalazonoma izinkinga eziphathelene nocwaningo xhumana ne,en-zu,englishzulu00113.xlsx,Sheet1,12,9
people with similar social positions and common histories would therefore have comparable social identities,abantu abanezikhundla ezifanayo emphakathini nemilando efanayo bazoba nokuba yingxenye yomphakathi okuqhathanisekayo,en-zu,englishzulu00493.xlsx,Sheet1,14,11
sources consulted,imithombo esetshenzisiwe,en-zu,englishzulu00477.xlsx,Sheet1,2,2
this means that he only thinks about himself without regard for other peoples feelings,lokhu kusho ukuthi uzicabangela yena ngaphandle kokucabanga ngemizwa yabanye,en-zu,englishzulu00154.xlsx,Sheet1,14,9
these networks which are mostly complex and dynamic are creating a global market environment in which organisations no longer focus only on their immediate suppliers and customers but also on the optimization and the smooth flow of information funds and materials within their respective direct and remote trading networks,lobu budlelwanokuxhumana buvamise ukuba yinkimbinkimbi futhi bube nguqunguqu benza indawo yezimakethe zamazwe ngamazwe lapho izinhlangano zingasagxili kuphela kubadayisi namakhasimende aseduze azo kodwa ukuba zenze ngokweqile ukusabalala okulula kolwazi kwezimali nezimpahla ngaphakathi kwalobu budlelwanokuxhumano bokuhweba ngqo ngokwahlukahlukana,en-zu,EnglishZulu00809 Patel MS.xlsx,Sheet1,49,36
the following publications for a deeper historical philosophical and sociological conditions for faith in the south african context are made available on the myunisa page for this module,lezi zishicilelo eziqukethe ukuqonda okujulile ngezimo zokholo ngokomlando injulalwazi nezenhlalo ngokwaseningizimu afrika ziyatholakala ekhasini lale mojuli kumyunisa,en-zu,englishzulu00467.xlsx,Sheet1,28,17
the four academics are dr matthew akerman of the school of chemistry and physics dr david lokhat of the school of engineering dr ch pillay of the school of life sciences and dr sudan hansraj of the school of mathematics statistics and computer science,lezi zifundiswa ezine kubalwa kuzo udkt matthew akerman wasesikoleni sekhemistri nefiziksi udkt david lokhat wasesikoleni sezobunjiniyela udkt che pillay wasesikoleni sezifundo ngokuphilayo kanye nodkt sudan hansraj wasesikoleni sezezibalo izibalimidanti nezifundo zekhompyutha,en-zu,englishzulu00093.xlsx,Sheet1,44,31
visit a website of an active and established mission or missiological institution,vakashela isizindalwazi semishini endala nesasebenza noma isikhungo semishini,en-zu,englishzulu00479.xlsx,Sheet1,12,8
ethical clearance applications school of education english isizulu,izicelo zokugunyaza ucwaningo isikole sezemfundo isingisi isizulu,en-zu,englishzulu00162.xlsx,Sheet1,8,7
